"id","time","performance","satisfaction","cog"
1,1,9.18988666825574,5.2625389692692,86.988032358872
1,2,9.12367491671076,4.94471080246737,86.988032358872
1,3,9.15962838583263,3.64671292967903,86.988032358872
1,4,8.6906148897493,5.93978396677306,86.988032358872
1,5,7.92972609144514,5.26823721090763,86.988032358872
1,6,9.51474401328815,4.06419223212378,86.988032358872
1,7,9.37134258609549,6.4808228116756,86.988032358872
1,8,9.02051858013908,6.30984716679165,86.988032358872
1,9,9.26281665828001,3.60935929860454,86.988032358872
1,10,8.46217760517164,3.52480776496065,86.988032358872
2,1,9.50292362902016,5.81317432946305,79.7055131076194
2,2,10.8277828856097,5.06521138142709,79.7055131076194
2,3,11.5951048592551,3.73199172610614,79.7055131076194
2,4,14.5088056105149,3.96445723621462,79.7055131076194
2,5,13.226552945963,7.26296776662766,79.7055131076194
2,6,16.3635636211888,4.52284877011801,79.7055131076194
2,7,15.3365795861883,5.67841426608395,79.7055131076194
2,8,18.0309289222922,4.39775336239672,79.7055131076194
2,9,20.8007750476109,5.58788575333831,79.7055131076194
2,10,20.6615883820023,5.78796965325604,79.7055131076194
3,1,6.35275994843622,5.16607703521297,127.980462979294
3,2,6.84012872235832,3.01904795788527,127.980462979294
3,3,6.16223767382872,-0.620641461296782,127.980462979294
3,4,5.39866577654955,-3.66764005947049,127.980462979294
3,5,5.58847634283518,-3.47419155372482,127.980462979294
3,6,4.75690183535319,-6.98647774098627,127.980462979294
3,7,3.52663114269782,-8.4067902043791,127.980462979294
3,8,5.57465638099854,-9.23411283964698,127.980462979294
3,9,3.48900510920026,-9.39899654991483,127.980462979294
3,10,3.7109762845338,-11.694994061779,127.980462979294
4,1,8.85462376945554,7.58815360067231,107.878150213468
4,2,7.18442501071806,6.60998103349545,107.878150213468
4,3,6.49813868752902,9.34481033594914,107.878150213468
4,4,7.95976008745274,8.18132190451028,107.878150213468
4,5,5.22709539065244,6.09851345610628,107.878150213468
4,6,5.20151528104001,7.11259335100395,107.878150213468
4,7,4.19399815631336,5.18752033573945,107.878150213468
4,8,5.4623850868245,7.18303007095608,107.878150213468
4,9,4.61945751189334,6.2573252911769,107.878150213468
4,10,3.4721180001606,6.92297118028675,107.878150213468
5,1,10.2088042179103,2.91056148463365,95.7130346739939
5,2,12.6254985168005,6.17644418465177,95.7130346739939
5,3,11.9932427792623,8.25802070896493,95.7130346739939
5,4,12.2151866801667,9.67587007018155,95.7130346739939
5,5,10.0648455347638,9.67470514923861,95.7130346739939
5,6,13.5611648541827,10.8107163991714,95.7130346739939
5,7,12.1632548715427,11.5937767827281,95.7130346739939
5,8,11.8087854816997,12.5581762764623,95.7130346739939
5,9,11.5019326905344,15.7234558115855,95.7130346739939
5,10,9.33156290652844,15.665208115646,95.7130346739939
6,1,7.18471655118462,3.74988750347224,106.924084644808
6,2,7.12372164849377,6.69169707852352,106.924084644808
6,3,5.28038687925505,11.3367431380684,106.924084644808
6,4,3.64422210747556,9.59282189279621,106.924084644808
6,5,5.80072521706795,11.1629569135105,106.924084644808
6,6,3.81346041188805,14.72531101037,106.924084644808
6,7,3.29415826210253,16.4537444611991,106.924084644808
6,8,2.38075558292688,18.8997686858016,106.924084644808
6,9,0.038094129220163,18.7896559854847,106.924084644808
6,10,1.59576962689241,21.0882934289875,106.924084644808
7,1,9.01780553057039,4.40467989374302,110.849915328067
7,2,11.7821927808867,9.23830917405354,110.849915328067
7,3,12.2763204058854,9.12930731131433,110.849915328067
7,4,11.26761628653,12.5015002139746,110.849915328067
7,5,13.6470199306,13.4143141818349,110.849915328067
7,6,14.2491851952967,17.4922989193367,110.849915328067
7,7,13.4604246941236,15.3800738484772,110.849915328067
7,8,15.9497115530037,19.5169128014185,110.849915328067
7,9,14.3151497739191,21.3805853511571,110.849915328067
7,10,16.7550969936086,22.5414279316688,110.849915328067
8,1,16.7191788376212,5.27365161194343,87.1972994728702
8,2,16.5315819911893,3.08940448822961,87.1972994728702
8,3,11.9580515684661,1.55109805922792,87.1972994728702
8,4,12.6954000442616,2.3067920772395,87.1972994728702
8,5,11.2924193746688,2.42849721514721,87.1972994728702
8,6,9.09793422200585,-0.0591328612134796,87.1972994728702
8,7,8.64518938995794,-1.31148246980763,87.1972994728702
8,8,6.32434104936344,-2.63972973420092,87.1972994728702
8,9,7.31468926952585,-4.87627261093461,87.1972994728702
8,10,3.95359884991428,-6.79403828066824,87.1972994728702
9,1,8.61154435900765,5.94451016496546,107.392464423654
9,2,6.03343505540771,4.69841467496127,107.392464423654
9,3,4.42533233416867,9.31461471432986,107.392464423654
9,4,1.73474430849562,10.2344432301167,107.392464423654
9,5,0.455733606171786,11.1881031711801,107.392464423654
9,6,-1.80739790202315,10.5078429183127,107.392464423654
9,7,-1.96190084039531,13.0492153983192,107.392464423654
9,8,-7.64171693396948,13.028891475338,107.392464423654
9,9,-8.32459961698985,15.5884399899066,107.392464423654
9,10,-10.0171215266928,17.2212119035287,107.392464423654
10,1,8.20787634033696,4.10108347761007,140.173404257749
10,2,5.86529215876099,7.53594571183584,140.173404257749
10,3,0.116035679183556,7.51811339139119,140.173404257749
10,4,2.77168876967944,9.40141058833628,140.173404257749
10,5,-0.139215994705974,12.1274504667472,140.173404257749
10,6,-4.42058962590569,11.7218339096226,140.173404257749
10,7,-6.20906674007583,10.9997575146739,140.173404257749
10,8,-5.26632516463471,13.7222078140596,140.173404257749
10,9,-8.46456663707441,15.5182629331615,140.173404257749
10,10,-11.149315234995,16.8211796572425,140.173404257749
11,1,10.0064864898002,5.91713667573205,108.463725873431
11,2,4.41135402862806,7.34744380033863,108.463725873431
11,3,3.76931841537927,10.9921849646424,108.463725873431
11,4,3.44460243466126,9.65196606708059,108.463725873431
11,5,-1.36471458153973,11.1799298796925,108.463725873431
11,6,-4.45443276675131,11.7499363407439,108.463725873431
11,7,-4.95983604679031,15.6955729799646,108.463725873431
11,8,-5.93655328652351,16.4159565690544,108.463725873431
11,9,-5.83651736862028,16.0640689897989,108.463725873431
11,10,-7.59310717988013,18.565152764109,108.463725873431
12,1,12.5498086230587,5.24349333405628,109.604084855641
12,2,7.89101311401865,4.11611316737594,109.604084855641
12,3,6.29778972562758,4.24322552376355,109.604084855641
12,4,4.63151513111115,6.22888852441829,109.604084855641
12,5,3.80926970253099,4.95854763891681,109.604084855641
12,6,0.944938905370796,6.27381686902712,109.604084855641
12,7,-1.91699371438898,4.03184093965841,109.604084855641
12,8,-1.08089094727746,5.27732717199344,109.604084855641
12,9,-3.40830331166885,4.85963760022049,109.604084855641
12,10,-5.58336848920577,6.11247059814853,109.604084855641
13,1,10.8584133949767,3.77639651722066,79.3111319641402
13,2,10.8926186449698,5.43016708269372,79.3111319641402
